번호,종목코드,종목명,시장구분,증권구분,주식종류,상장일,폐지일,폐지사유,정리매매기간_시작일,정리매매기간_종료일,업종,액면가,상장주식수,이전상장후_종목코드,이전상장후_종목명
"188","04391019","자연과환경 32R","KOSDAQ","신주인수권증서","보통주","2019/07/19","2019/07/26",,,,,"0","19189903",,
"189","0439101B","자연과환경 34R","KOSDAQ","신주인수권증서","보통주","2021/12/21","2021/12/28",,,,,"0","19479628",,
"190","2892201B","자이언트스텝 11R","KOSDAQ","신주인수권증서","보통주","2021/11/24","2021/12/01",,,,,"0","1154837",,
"191","3174001B","자이에스앤디 3R","KOSPI","신주인수권증서","보통주","2021/04/09","2021/04/16",,,,,"0","9589512",,
"192","04963018","재영솔루텍 13R","KOSDAQ","신주인수권증서","보통주","2018/11/29","2018/12/06",,,,,"0","24990971",,
"193","1100201A","전진바이오팜 22R","KOSDAQ","신주인수권증서","보통주","2020/11/05","2020/11/12",,,,,"0","1245159",,
"194","2081401A","정다운 10R","KOSDAQ","신주인수권증서","보통주","2020/09/22","2020/09/29",,,,,"0","10796923",,
"195","0957001C","제넥신 149R","KOSDAQ","신주인수권증서","보통주","2022/12/15","2022/12/22",,,,,"0","5750084",,
"196","3489501C","제이알글로벌리츠 4R","KOSPI","신주인수권증서","보통주","2022/06/28","2022/07/05",,,,,"0","31766270",,
"197","0256201B","제이준코스메틱 92R","KOSPI","신주인수권증서","보통주","2021/07/08","2021/07/15",,,,,"0","18489671",,
"198","03642018","제이콘텐트리 25R","KOSDAQ","신주인수권증서","보통주","2018/08/22","2018/08/29",,,,,"0","29991028",,
"199","00622018","제주은행 27R","KOSPI","신주인수권증서","보통주","2018/10/19","2018/10/26",,,,,"0","7997826",,
"200","0895901A","제주항공 13R","KOSPI","신주인수권증서","보통주","2020/07/22","2020/07/29",,,,,"0","9693746",,
"201","0895901B","제주항공 15R","KOSPI","신주인수권증서","보통주","2021/09/30","2021/10/08",,,,,"0","8976417",,
"202","0895901C","제주항공 16R","KOSPI","신주인수권증서","보통주","2022/10/18","2022/10/25",,,,,"0","21747204",,
"203","0184701B","조일알미늄 14R","KOSPI","신주인수권증서","보통주","2021/11/24","2021/12/01",,,,,"0","15973988",,
"204","0333401A","좋은사람들 8R","KOSDAQ","신주인수권증서","보통주","2020/01/15","2020/03/13",,,,,"0","19987519",,
"205","07202018","중앙백신 4R","KOSDAQ","신주인수권증서","보통주","2018/06/26","2018/07/03",,,,,"0","880281",,
"206","20484019","지엘팜텍 11R","KOSDAQ","신주인수권증서","보통주","2019/12/24","2020/01/03",,,,,"0","8894354",,
"207","0516301C","진양화학 6R","KOSPI","신주인수권증서","보통주","2022/07/21","2022/07/28",,,,,"0","3797973",,
"208","2724501A","진에어 4R","KOSPI","신주인수권증서","보통주","2020/10/08","2020/10/16",,,,,"0","11988571",,
"209","2724501B","진에어 5R","KOSPI","신주인수권증서","보통주","2021/10/18","2021/10/25",,,,,"0","5735939",,
"210","01100019","진원생명과학 36R","KOSPI","신주인수권증서","보통주","2019/12/30","2020/01/08",,,,,"0","10991926",,
"211","0110001A","진원생명과학 39R","KOSPI","신주인수권증서","보통주","2020/06/08","2020/06/15",,,,,"0","11472430",,
"212","0110001B","진원생명과학 49R","KOSPI","신주인수권증서","보통주","2021/10/28","2021/11/04",,,,,"0","5679322",,
"213","0663601B","체리부로 6R","KOSDAQ","신주인수권증서","보통주","2021/08/23","2021/08/30",,,,,"0","18996045",,
"214","0332501A","체시스 8R","KOSPI","신주인수권증서","보통주","2020/12/24","2021/01/05",,,,,"0","6394151",,
"215","0478201A","초록뱀 43R","KOSDAQ","신주인수권증서","보통주","2020/07/17","2020/07/24",,,,,"0","35566025",,
"216","2846201C","카이노스메드 42R","KOSDAQ","신주인수권증서","보통주","2022/08/12","2022/08/22",,,,,"0","5594048",,
"217","1196501C","케이씨코트렐 8R","KOSPI","신주인수권증서","보통주","2022/12/02","2022/12/09",,,,,"0","16475538",,
"218","1053301A","케이엔더블유 6R","KOSDAQ","신주인수권증서","보통주","2020/08/25","2020/09/01",,,,,"0","4599344",,
"219","03250018","케이엠더블유 4R","KOSDAQ","신주인수권증서","보통주","2018/11/21","2018/11/28",,,,,"0","2163006",,
"220","2254301A","케이엠제약 6R","KOSDAQ","신주인수권증서","보통주","2020/11/04","2020/11/11",,,,,"0","6493195",,
"221","3571201C","코람코에너지리츠 3R","KOSPI","신주인수권증서","보통주","2022/04/01","2022/04/08",,,,,"0","18910367",,
"222","0786501A","코렌 17R","KOSDAQ","신주인수권증서","보통주","2020/10/14","2020/10/21",,,,,"0","24295626",,
"223","1928201B","코스맥스3R","KOSPI","신주인수권증서","보통주","2021/06/03","2021/06/10",,,,,"0","1026715",,
"224","00507019","코스모신소재 35R","KOSPI","신주인수권증서","보통주","2019/10/07","2019/10/15",,,,,"0","7590502",,
"225","00542019","코스모화학 27R","KOSPI","신주인수권증서","보통주","2019/11/18","2019/11/25",,,,,"0","7988771",,
"226","0054201C","코스모화학 29R","KOSPI","신주인수권증서","보통주","2022/05/25","2022/06/02",,,,,"0","2694852",,
"227","0030701C","코오롱글로벌 42PR","KOSPI","신주인수권증서","보통주","2022/11/16","2022/11/23",,,,,"0","715102",,
"228","1218501C","코이즈 13R","KOSDAQ","신주인수권증서","보통주","2022/05/06","2022/05/13",,,,,"0","2990469",,
"229","1218502C","코이즈 14R","KOSDAQ","신주인수권증서","보통주","2022/12/02","2022/12/09",,,,,"0","10990122",,
"230","12185019","코이즈 9R","KOSDAQ","신주인수권증서","보통주","2019/07/18","2019/07/25",,,,,"0","3499088",,
"231","03182018","콤텍시스템 6R","KOSPI","신주인수권증서","보통주","2018/02/22","2018/03/02",,,,,"0","12796294",,
"232","03182019","콤텍시스템 7R","KOSPI","신주인수권증서","보통주","2019/09/23","2019/09/30",,,,,"0","15994447",,
"233","0318201B","콤텍시스템 8R","KOSPI","신주인수권증서","보통주","2021/07/28","2021/08/04",,,,,"0","42549778",,
"234","06028018","큐렉소 14R","KOSDAQ","신주인수권증서","보통주","2018/01/30","2018/02/06",,,,,"0","4432858",,
"235","04359018","크로바하이텍 7R","KOSDAQ","신주인수권증서","보통주","2018/08/23","2018/08/30",,,,,"0","10297250",,
"236","11412018","크루셜텍 17R","KOSDAQ","신주인수권증서","보통주","2018/11/23","2018/11/30",,,,,"0","19987400",,
"237","08379018","크리스탈 46R","KOSDAQ","신주인수권증서","보통주","2018/06/07","2018/06/15",,,,,"0","2556129",,
"238","2144201B","토니모리 5R","KOSPI","신주인수권증서","보통주","2021/12/01","2021/12/08",,,,,"0","5494625",,
"239","02615018","특수건설 7R","KOSDAQ","신주인수권증서","보통주","2018/09/21","2018/10/04",,,,,"0","4997548",,
"240","0261501B","특수건설9R","KOSDAQ","신주인수권증서","보통주","2021/07/23","2021/07/30",,,,,"0","1481575",,
"241","0918101A","티웨이항공 19R","KOSPI","신주인수권증서","보통주","2020/07/10","2020/07/17",,,,,"0","19989966",,
"242","0918102A","티웨이항공 19R","KOSPI","신주인수권증서","보통주","2020/10/21","2020/10/28",,,,,"0","35989141",,
"243","0918101C","티웨이항공 22R","KOSPI","신주인수권증서","보통주","2022/04/01","2022/04/08",,,,,"0","39965118",,
"244","0048701B","티웨이홀딩스 52R","KOSPI","신주인수권증서","보통주","2021/12/03","2021/12/10",,,,,"0","31993053",,
"245","2083401B","파멥신 18R","KOSDAQ","신주인수권증서","보통주","2021/07/23","2021/07/30",,,,,"0","6287667",,
"246","13176019","파인텍 13R","KOSDAQ","신주인수권증서","보통주","2019/04/15","2019/04/22",,,,,"0","32995862",,
"247","0328001B","판타지오 39R","KOSDAQ","신주인수권증서","보통주","2021/05/20","2021/05/27",,,,,"0","249991674",,
"248","0870101A","펩트론 18R","KOSDAQ","신주인수권증서","보통주","2020/12/02","2020/12/09",,,,,"0","5019777",,
"249","09008019","평화산업 5R","KOSPI","신주인수권증서","보통주","2019/07/16","2019/07/23",,,,,"0","18700000",,
"250","0166701A","포비스티앤씨 22R","KOSDAQ","신주인수권증서","보통주","2020/06/23","2020/06/30",,,,,"0","43295737",,
"251","0036701A","포스코케미칼 6R","KOSPI","신주인수권증서","보통주","2020/12/28","2021/01/06",,,,,"0","14489286",,
"252","2341001C","폴라리스세원 9R","KOSDAQ","신주인수권증서","보통주","2022/06/28","2022/07/05",,,,,"0","9976559",,
"253","2201001A","퓨쳐켐 18R","KOSDAQ","신주인수권증서","보통주","2020/07/10","2020/07/17",,,,,"0","3798131",,
"254","2201001C","퓨쳐켐 21R","KOSDAQ","신주인수권증서","보통주","2022/09/23","2022/09/30",,,,,"0","3305012",,
"255","0578801B","피에이치씨 33R","KOSDAQ","신주인수권증서","보통주","2021/08/19","2021/08/26",,,,,"0","37972697",,
"256","0331801B","필룩스 34R","KOSPI","신주인수권증서","보통주","2021/02/24","2021/03/04",,,,,"0","36056974",,
"257","0673101B","하나마이크론 12R","KOSDAQ","신주인수권증서","보통주","2021/11/23","2021/11/30",,,,,"0","7988039",,
"258","0391301C","하나투어 14R","KOSPI","신주인수권증서","보통주","2022/06/02","2022/06/10",,,,,"0","1643446",,
"259","3528201B","하이브 8R","KOSPI","신주인수권증서","보통주","2021/05/06","2021/05/13",,,,,"0","2188181",,
"260","2568401C","한국비엔씨 16R","KOSDAQ","신주인수권증서","보통주","2022/02/17","2022/02/24",,,,,"0","12940696",,
"261","0807201A","한국유니온제약 5R","KOSDAQ","신주인수권증서","보통주","2020/08/20","2020/08/27",,,,,"0","1993056",,
"262","02376019","한국캐피탈 12R","KOSDAQ","신주인수권증서","보통주","2019/10/23","2019/10/30",,,,,"0","147396962",,
"263","00918018","한솔로지스틱스 16R","KOSPI","신주인수권증서","보통주","2018/10/17","2018/10/24",,,,,"0","8794338",,
"264","00471019","한솔테크닉스 37R","KOSPI","신주인수권증서","보통주","2019/06/13","2019/06/20",,,,,"0","7992165",,
"265","02474018","한일단조 9R","KOSDAQ","신주인수권증서","보통주","2018/02/02","2018/02/09",,,,,"0","11997052",,
"266","12384018","한일진공 15R","KOSDAQ","신주인수권증서","보통주","2018/02/05","2018/02/12",,,,,"0","14993593",,
"267","0023201A","한진 25R","KOSPI","신주인수권증서","보통주","2020/10/13","2020/10/20",,,,,"0","2373576",,
"268","0051101A","한창 45R","KOSPI","신주인수권증서","보통주","2020/08/28","2020/09/04",,,,,"0","31989870",,
"269","0026801C","한탑 8R","KOSDAQ","신주인수권증서","보통주","2022/04/21","2022/04/28",,,,,"0","6497161",,
"270","0098301B","한화솔루션 47R","KOSPI","신주인수권증서","보통주","2021/02/05","2021/02/16",,,,,"0","24997966",,
"271","0098301C","한화솔루션 48PR","KOSPI","신주인수권증서","보통주","2022/12/22","2022/12/29",,,,,"0","1558868",,
"272","2722101B","한화시스템 3R","KOSPI","신주인수권증서","보통주","2021/05/13","2021/05/21",,,,,"0","62911259",,
"273","07661019","해성옵틱스 4R","KOSDAQ","신주인수권증서","보통주","2019/03/11","2019/03/18",,,,,"0","11669856",,
"274","0766101B","해성옵틱스 9R","KOSDAQ","신주인수권증서","보통주","2021/06/25","2021/07/02",,,,,"0","39996011",,
"275","08499019","헬릭스미스 31R","KOSDAQ","신주인수권증서","보통주","2019/07/18","2019/07/25",,,,,"0","1053022",,
"276","0849901A","헬릭스미스 35R","KOSDAQ","신주인수권증서","보통주","2020/12/03","2020/12/10",,,,,"0","7471356",,
"277","0007201B","현대건설 68PR","KOSPI","신주인수권증서","보통주","2021/10/01","2021/10/12",,,,,"0","1832367",,
"278","0426701B","현대두산인프라코어 36R","KOSPI","신주인수권증서","보통주","2021/11/24","2021/12/01",,,,,"0","92025792",,
"279","26726019","현대일렉트릭 5R","KOSPI","신주인수권증서","보통주","2019/11/25","2019/12/02",,,,,"0","12529034",,
"280","00954018","현대중공업 6R","KOSPI","신주인수권증서","보통주","2018/02/21","2018/02/28",,,,,"0","9954041",,
"281","0110801C","형지I&C 12R","KOSDAQ","신주인수권증서","보통주","2022/11/14","2022/11/21",,,,,"0","12494717",,
"282","09324019","형지엘리트 11R","KOSPI","신주인수권증서","보통주","2019/01/11","2019/01/18",,,,,"0","11996246",,
"283","0605601B","홈센타홀딩스 16R","KOSDAQ","신주인수권증서","보통주","2021/02/08","2021/02/17",,,,,"0","42553360",,
"284","03961018","화성밸브 7R","KOSDAQ","신주인수권증서","보통주","2019/01/02","2019/01/09",,,,,"0","725573",,
"285","1151601B","휴맥스 4R","KOSDAQ","신주인수권증서","보통주","2021/05/10","2021/05/17",,,,,"0","10991071",,
"286","0050101C","휴스틸 37R","KOSPI","신주인수권증서","보통주","2022/11/18","2022/11/25",,,,,"0","14867851",,
"287","00328017","흥아해운 14R","KOSPI","신주인수권증서","보통주","2018/01/02","2018/01/09",,,,,"0","32790924",,
"288","71901B96","KB 와이즈 스타 부동산 자 2 A","KOSPI","수익증권","보통주","2019/09/23","2022/12/29","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","5176619","047210","케이비자산운용"
"289","71902B96","KB 와이즈 스타 부동산 자 2 C-F","KOSPI","수익증권","보통주","2019/09/23","2022/12/29","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","98800000","047210","케이비자산운용"
"290","71903B96","KB 와이즈 스타 부동산 자 2 C-I","KOSPI","수익증권","보통주","2019/09/23","2022/12/29","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","8000000","047210","케이비자산운용"
"291","342550","케이비제20호스팩","KOSDAQ","주권","보통주","2020/01/30","2022/12/29","피흡수합병(스팩소멸합병)",,,"금융","100","6501000",,
"292","329020","오션스톤","KONEX","주권","보통주","2020/05/07","2022/12/27","지정자문인 선임계약 해지 후 30일 이내 미체결(2022.12.13 限)","2022/12/16","2022/12/26","-","500","835152",,
"293","349720","이베스트스팩5호","KOSDAQ","주권","보통주","2020/05/20","2022/12/26","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2022/12/15","2022/12/23","금융","100","3620000",,
"294","341160","하나금융15호스팩","KOSDAQ","주권","보통주","2020/01/30","2022/12/23","피흡수합병(스팩소멸합병)",,,"금융","100","4710000",,
"295","217600","켐온","KOSDAQ","주권","보통주","2015/06/26","2022/12/16","피흡수합병",,,"기타서비스","100","63861340",,
"296","290510","코리아센터","KOSDAQ","주권","보통주","2019/11/29","2022/12/16","피흡수합병",,,"소프트웨어","100","114534446",,
"297","367460","유안타제7호스팩","KOSDAQ","주권","보통주","2020/12/28","2022/12/08","피흡수합병(스팩소멸합병)",,,"금융","100","5500000",,
"298","131390","원익피앤이","KOSDAQ","주권","보통주","2011/09/27","2022/11/29","피흡수합병",,,"일반전기전자","500","14818910",,
"299","158310","참존글로벌","KOSDAQ","주권","보통주","2013/04/03","2022/11/09","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정","2022/10/31","2022/11/08","기계·장비","500","47841128",,
"300","060300","레드로버","KOSDAQ","주권","보통주","2002/01/10","2022/11/04","기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정","2022/10/26","2022/11/03","오락·문화","500","29231297",,
"301","347140","케이프이에스제4호","KOSDAQ","주권","보통주","2020/03/24","2022/10/31","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2022/10/20","2022/10/28","금융","100","3009000",,
"302","126870","뉴로스","KOSDAQ","주권","보통주","2012/02/15","2022/10/26","감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성)","2022/10/17","2022/10/25","기계·장비","500","35639398",,
"303","337450","SK5호스팩","KOSDAQ","주권","보통주","2019/12/04","2022/10/18","피흡수합병(스팩소멸합병)",,,"금융","100","4310000",,
"304","340350","SK6호스팩","KOSDAQ","주권","보통주","2020/03/11","2022/10/18","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2022/10/06","2022/10/17","금융","100","5710000",,
"305","090740","연이비앤티","KOSDAQ","주권","보통주","2007/09/19","2022/10/17","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정","2022/10/05","2022/10/14","IT부품","500","22459415",,
"306","182690","테라셈","KOSDAQ","주권","보통주","2014/10/30","2022/10/17","감사의견 거절(감사범위 제한)","2022/10/06","2022/10/14","유통","500","21163148",,
"307","07661219","해성옵틱스 6WR","KOSDAQ","신주인수권증권","보통주","2019/11/25","2022/10/12","신주인수권 행사기간 만료",,,,"0","7034345","076610","해성옵틱스"
"308","046110","한일네트웍스","KOSDAQ","주권","보통주","2006/01/20","2022/10/05","상장폐지 신청('22.08.31)","2022/09/23","2022/10/04","컴퓨터서비스","500","11954227",,
"309","332710","하나금융14호스팩","KOSDAQ","주권","보통주","2019/11/01","2022/09/26","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소","2022/09/15","2022/09/23","금융","100","4410000",,
"310","127160","매직마이크로","KOSDAQ","주권","보통주","2015/11/19","2022/09/22","감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성)","2022/09/16","2022/09/21","반도체","100","86623501",,
"311","75701B93","현대유퍼스트부동산25호 A","KOSPI","수익증권","보통주","2019/05/31","2022/09/08","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","33565491",,"현대자산운용"
"312","75702B93","현대유퍼스트부동산25호 C-i","KOSPI","수익증권","보통주","2019/05/31","2022/09/08","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","200000",,"현대자산운용"
"313","053110","소리바다","KOSDAQ","주권","보통주","2001/10/09","2022/09/07","감사의견 거절(감사범위 제한)","2022/08/29","2022/09/06","디지털컨텐츠","500","8940349",,
"314","71901B92","KB와이즈스타부동산1A","KOSPI","수익증권","보통주","2019/05/17","2022/08/31","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","70538605","047210","케이비자산운용"
"315","71903B92","KB와이즈스타부동산1C-F","KOSPI","수익증권","보통주","2019/05/17","2022/08/31","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","700000","047210","케이비자산운용"
"316","71902B92","KB와이즈스타부동산1C-퇴직","KOSPI","수익증권","보통주","2019/05/17","2022/08/31","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","3765000","047210","케이비자산운용"
"317","75901BB7","KIAMCO 뉴딜인프라","KOSPI","수익증권","보통주","2021/10/15","2022/08/30","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","10000000","397360","케이디비인프라"
"318","08280218","비보존 헬스케어 5WR","KOSDAQ","신주인수권증권","보통주","2018/03/27","2022/08/29","기초주권의 관리종목 지정","2022/08/18","2022/08/26",,"0","189435","082800","비보존 제약"
"319","06679217","씨씨에스 1WR","KOSDAQ","신주인수권증권","보통주","2021/05/03","2022/08/29","신주인수권 행사기간 만료",,,,"0","2428190","066790","씨씨에스"
"320","70101781","도쿄중소형오피스1","KOSPI","수익증권","보통주","2018/01/22","2022/08/17","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","26958739","047240","한국투자신탁운용"
"321","340120","하이제5호스팩","KOSDAQ","주권","보통주","2019/12/23","2022/07/28","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소","2022/07/19","2022/07/27","금융","100","5020000",,
"322","002270","롯데푸드","KOSPI","주권","보통주","1973/05/09","2022/07/20","해산 사유 발생",,,"음식료품","5000","1209055",,
"323","016385","KG스틸우","KOSPI","주권","구형우선주","1989/09/21","2022/07/15","종류주식 상장주식수 미달 2반기 계속",,,"철강금속","5000","53385","016380","KG스틸"
"324","001529","동양3우B","KOSPI","주권","신형우선주","2007/08/03","2022/07/15","종류주식 상장주식수 미달 2반기 계속",,,"비금속광물","500","89722","001520","동양"
"325","009275","신원우","KOSPI","주권","구형우선주","1989/03/07","2022/07/15","종류주식 상장주식수 미달 2반기 계속",,,"섬유의복","500","90740","009270","신원"
"326","04204217","케이피엠테크 5WR","KOSDAQ","신주인수권증권","보통주","2017/08/25","2022/07/12","신주인수권 행사기간 만료",,,,"0","66234","042040","케이피엠테크"
"327","0340221B","두산에너빌리티 2WR","KOSPI","신주인수권증권","보통주","2021/07/21","2022/07/04","신주인수권증권 행사기간 및 행사의 만료",,,,"0","4479391","034020","두산에너빌리티"
"328","74703B96","이지스리테일287호 Class A","KOSPI","수익증권","보통주","2019/08/30","2022/07/04","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","39495241","139150","이지스자산운용"
"329","74702B96","이지스리테일287호 Class C-I","KOSPI","수익증권","보통주","2019/08/30","2022/07/04","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","200000","139150","이지스자산운용"
"330","74704B96","이지스리테일287호 Class C-P","KOSPI","수익증권","보통주","2019/08/30","2022/07/04","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","2304001","139150","이지스자산운용"
"331","04267217","현대두산인프라코어 1WR","KOSPI","신주인수권증권","보통주","2017/08/22","2022/07/04","신주인수권증권 행사기간 및 행사의 만료",,,,"0","4873497","042670","HD현대인프라코어"
"332","74401773","맵스호주2호","KOSPI","수익증권","보통주","2017/06/12","2022/06/30","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","137478903","036320","미래에셋자산운용"
"333","216280","원텍","KONEX","주권","보통주","2015/04/29","2022/06/30","피흡수합병",,,"-","500","6330040",,
"334","00004217","KR모터스 1WR","KOSPI","신주인수권증권","보통주","2017/08/14","2022/06/29","신주인수권증권 행사기간 및 행사의 만료",,,,"0","30439305","000040","KR모터스"
"335","176440","에이치엔티","KOSDAQ","주권","보통주","2016/11/28","2022/06/27","기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정","2022/06/16","2022/06/24","IT부품","100","85739345",,
"336","00306217","에이프로젠제약 13WR","KOSPI","신주인수권증권","보통주","2017/08/09","2022/06/21","신주인수권증권 행사기간 및 행사의 만료",,,,"0","12181109","003060","에이프로젠바이오로직스"
"337","309900","티티씨디펜스","KONEX","주권","보통주","2019/06/27","2022/06/16","외부감사인의 감사의견 의견거절","2022/06/07","2022/06/15","-","500","10000000",,
"338","220630","맘스터치","KOSDAQ","주권","보통주","2015/08/28","2022/05/31","상장폐지 신청('22.03.30)","2022/05/20","2022/05/30","유통","1000","10181753",,
"339","050320","에스에이치엔엘","KOSDAQ","주권","보통주","2002/01/15","2022/05/31","감사의견 거절","2022/05/20","2022/05/30","금속","100","65661760",,
"340","052190","세영디앤씨","KOSDAQ","주권","보통주","2001/06/21","2022/05/27","감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)","2022/05/18","2022/05/26","오락·문화","500","5331891",,
"341","950180","SNK","KOSDAQ","주식예탁증권","보통주","2019/05/07","2022/05/18","상장폐지 신청('22.04.14)","2022/05/09","2022/05/17","출판·매체복제","무액면","21061800",,
"342","240340","인터코스","KONEX","주권","보통주","2016/04/21","2022/05/17","외부감사인의 감사의견 의견거절","2022/05/06","2022/05/16","-","500","3346323",,
"343","70901B95","대신Japan하임03호A","KOSPI","수익증권","보통주","2019/08/09","2022/05/13","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","74943000","030660","대신자산운용"
"344","70902B95","대신Japan하임03호C-I","KOSPI","수익증권","보통주","2019/08/09","2022/05/13","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","4857000","030660","대신자산운용"
"345","70903B95","대신Japan하임03호C-W","KOSPI","수익증권","보통주","2019/08/09","2022/05/13","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","200000","030660","대신자산운용"
"346","330990","케이비제19호스팩","KOSDAQ","주권","보통주","2019/09/30","2022/05/09","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소","2022/04/27","2022/05/06","금융","100","4301000",,
"347","225850","미애부","KONEX","주권","보통주","2015/12/08","2022/04/27","감사의견 의견거절(감사범위제한 및 계속기업 존속불확실성)","2022/04/18","2022/04/26","-","500","4998499",,
"348","225860","엠앤씨생명과학","KONEX","주권","보통주","2017/04/25","2022/04/27","감사의견 의견거절(감사범위제한 및 계속기업 존속불확실성)","2022/04/18","2022/04/26","-","100","17037138",,
